RESPNUM_FK,comment_field,comment_group,comment_code,Comment,Sentiment
474,Q8COM3,Q8,151,Wider selection of shops,Negative
500,Q8COM3,Q8,151,Wider selection of shops,Negative
517,Q8COM3,Q8,75,More/cheaper parking / better signage & info,Negative
526,Q8COM3,Q8,31,Need more seating at boarding areas,Negative
553,Q8COM3,Q8,106,Positive comment about restaurants/food,Positive
569,Q8COM3,Q8,992,Positive comment about restaurants/food,Positive
743,Q8COM3,Q8,64,Takes too long to get to gate (overall),Negative
779,Q8COM3,Q8,52,Signage inaccurate / confusing,Negative
789,Q8COM3,Q8,206,Security staff rude / treat passengers better,Negative
821,Q8COM3,Q8,151,Wider selection of shops,Negative
828,Q8COM3,Q8,103,More casual/fast food options,Negative
898,Q8COM3,Q8,151,Wider selection of shops,Negative
910,Q8COM3,Q8,151,Wider selection of shops,Negative
978,Q8COM3,Q8,101,Too expensive / reduce prices / cheaper options,Negative
983,Q8COM3,Q8,33,More ATMs / currency exchange / water refill / fountains,Negative
999,Q8COM3,Q8,33,More ATMs / currency exchange / water refill / fountains,Negative
1010,Q8COM3,Q8,1,General positive comment / everything is great,Positive
1094,Q8COM3,Q8,102,Wider selection of restaurants,Negative
1118,Q8COM3,Q8,109,More high‑end restaurants,Negative
1154,Q8COM3,Q8,204,Streamline customs/immigration; lines too long,Negative
1163,Q8COM3,Q8,7,Update older areas / airport seems outdated,Negative
1276,Q8COM3,Q8,31,Need more seating at boarding areas,Negative
1319,Q8COM3,Q8,53,Boarding signs rotate too quickly / text too small,Negative
1323,Q8COM3,Q8,1,General positive comment / everything is great,Positive
1386,Q8COM3,Q8,51,Provide announcements / signs in other languages,Negative
1455,Q8COM3,Q8,14,Charging stations / plugs don’t work / add more,Negative
1462,Q8COM3,Q8,41,Improve communications on gate changes / delays,Negative
1470,Q8COM3,Q8,152,Add a specific type of store,Negative
1516,Q8COM3,Q8,14,Charging stations / plugs don’t work / add more,Negative
1545,Q8COM3,Q8,72,Approach by car too congested,Negative
1612,Q8COM3,Q8,102,Wider selection of restaurants,Negative
1684,Q8COM3,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
1712,Q8COM3,Q8,64,Takes too long to get to gate (overall),Negative
1799,Q8COM3,Q8,501,Increase airline staffing / check‑in too long / overburdened,Negative
1827,Q8COM3,Q8,63,Better signage/directions (general),Negative
1857,Q8COM3,Q8,22,More / cleaner restrooms / fix facilities,Negative
1864,Q8COM3,Q8,109,More high‑end restaurants,Negative
1918,Q8COM3,Q8,33,More ATMs / currency exchange / water refill / fountains,Negative
2013,Q8COM3,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
2014,Q8COM3,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
2024,Q8COM3,Q8,14,Charging stations / plugs don’t work / add more,Negative
2044,Q8COM3,Q8,151,Wider selection of shops,Negative
2046,Q8COM3,Q8,56,Could not find gate / signage insufficient,Negative
2055,Q8COM3,Q8,6,Airport seems crowded / cramped / noisy / too small / dimly lit,Negative
2091,Q8COM3,Q8,105,Improve quality of food,Negative
2116,Q8COM3,Q8,102,Wider selection of restaurants,Negative
2122,Q8COM3,Q8,14,Charging stations / plugs don’t work / add more,Negative
2130,Q8COM3,Q8,60,Could not find information booths / staff,Negative
2133,Q8COM3,Q8,103,More casual/fast food options,Negative
2140,Q8COM3,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
2156,Q8COM3,Q8,58,Add more walkways / connect terminals / better directions,Negative
2168,Q8COM3,Q8,152,Add a specific type of store,Negative
2174,Q8COM3,Q8,13,Luggage carts: more / free / available after security,Negative
2181,Q8COM3,Q8,31,Need more seating at boarding areas,Negative
2185,Q8COM3,Q8,1,General positive comment / everything is great,Positive
2268,Q8COM3,Q8,31,Need more seating at boarding areas,Negative
2287,Q8COM3,Q8,204,Streamline customs/immigration; lines too long,Negative
2348,Q8COM3,Q8,1,General positive comment / everything is great,Positive
2387,Q8COM3,Q8,110,Improve restaurant staff service / slow / rude,Negative
2430,Q8COM3,Q8,18,Change / improve / add artwork,Negative
2448,Q8COM3,Q8,101,Too expensive / reduce prices / cheaper options,Negative
2454,Q8COM3,Q8,102,Wider selection of restaurants,Negative
2520,Q8COM3,Q8,14,Charging stations / plugs don’t work / add more,Negative
2536,Q8COM3,Q8,5,Reduce delays / finish runway construction,Negative
2544,Q8COM3,Q8,62,Airport easy to get around / great layout / clean,Positive
2553,Q8COM3,Q8,208,Security staff polite/helpful/efficient,Positive
2661,Q8COM3,Q8,54,Add more boarding gate signs in more areas,Negative
2697,Q8COM3,Q8,502,Airline staff rude / not helpful,Negative
2705,Q8COM3,Q8,103,More casual/fast food options,Negative
2717,Q8COM3,Q8,12,Elevators / escalators / people movers broken,Negative
2735,Q8COM3,Q8,151,Wider selection of shops,Negative
2765,Q8COM3,Q8,18,Change / improve / add artwork,Negative
322,Q8COM4,Q8,201,Security lines too long,Negative
517,Q8COM4,Q8,60,Could not find information booths / staff,Negative
553,Q8COM4,Q8,103,More casual/fast food options,Negative
898,Q8COM4,Q8,71,Approach signs inaccurate (which airline at which terminal),Negative
1094,Q8COM4,Q8,108,More local/SF Bay Area food options,Negative
1118,Q8COM4,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
1323,Q8COM4,Q8,75,More/cheaper parking / better signage & info,Negative
1470,Q8COM4,Q8,18,Change / improve / add artwork,Negative
1612,Q8COM4,Q8,103,More casual/fast food options,Negative
1684,Q8COM4,Q8,14,Charging stations / plugs don’t work / add more,Negative
1857,Q8COM4,Q8,33,More ATMs / currency exchange / water refill / fountains,Negative
2024,Q8COM4,Q8,201,Security lines too long,Negative
2122,Q8COM4,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
2140,Q8COM4,Q8,19,Add more ‘things to do’ / interactive spaces,Negative
2174,Q8COM4,Q8,75,More/cheaper parking / better signage & info,Negative
2185,Q8COM4,Q8,62,Airport easy to get around / great layout / clean,Positive
2287,Q8COM4,Q8,102,Wider selection of restaurants,Negative
2348,Q8COM4,Q8,152,Add a specific type of store,Negative
2387,Q8COM4,Q8,102,Wider selection of restaurants,Negative
2454,Q8COM4,Q8,151,Wider selection of shops,Negative
2705,Q8COM4,Q8,151,Wider selection of shops,Negative
2735,Q8COM4,Q8,152,Add a specific type of store,Negative
1684,Q8COM5,Q8,76,Pickup/dropoff by car easier to navigate,Negative
2024,Q8COM5,Q8,31,Need more seating at boarding areas,Negative
2122,Q8COM5,Q8,201,Security lines too long,Negative
23,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
29,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
32,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
46,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
48,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
52,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
55,Q9COM1,Q9,13,Security area / checkpoint dirty,Negative
89,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
124,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
135,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
171,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
179,Q9COM1,Q9,11,Passengers should clean up after themselves,Negative
192,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
210,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
284,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
310,Q9COM1,Q9,2,Airport cleanliness is OK / average,Neutral
325,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
331,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
339,Q9COM1,Q9,2,Airport cleanliness is OK / average,Neutral
340,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
341,Q9COM1,Q9,2,Airport cleanliness is OK / average,Neutral
379,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
405,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
436,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
439,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
449,Q9COM1,Q9,7,Restaurants/eating areas dirty,Negative
457,Q9COM1,Q9,8,"Airport needs an update (not dirty, dated)",Negative
472,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
474,Q9COM1,Q9,12,Cleanliness varies widely by area / terminal,Negative
483,Q9COM1,Q9,12,Cleanliness varies widely by area / terminal,Negative
484,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
495,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
742,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
527,Q9COM1,Q9,2,Airport cleanliness is OK / average,Neutral
542,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
551,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
554,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
568,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
569,Q9COM1,Q9,8,"Airport needs an update (not dirty, dated)",Negative
590,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
591,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
607,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
622,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
643,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
651,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
666,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
671,Q9COM1,Q9,10,Need more trash/compost bins/hand sanitizer,Negative
757,Q9COM1,Q9,7,Restaurants/eating areas dirty,Negative
758,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
762,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
764,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
773,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
774,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
807,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
829,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
840,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
868,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
870,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
888,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
889,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
919,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
933,Q9COM1,Q9,2,Airport cleanliness is OK / average,Neutral
935,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
966,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
1007,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1041,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
1045,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1092,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1106,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
1111,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1117,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
1135,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1145,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1167,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
1199,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1214,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
1215,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
1217,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1227,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1232,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1235,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
1258,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1259,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1260,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
1264,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1287,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1314,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1334,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
1335,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1359,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1370,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1383,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1386,Q9COM1,Q9,12,Cleanliness varies widely by area / terminal,Negative
1388,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1415,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
1436,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
1460,Q9COM1,Q9,12,Cleanliness varies widely by area / terminal,Negative
1467,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1486,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1496,Q9COM1,Q9,2,Airport cleanliness is OK / average,Neutral
1501,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1545,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
1548,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
1582,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
1583,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1599,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1656,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1665,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
1669,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1670,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1696,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
1709,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1718,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1721,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1723,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1732,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
1735,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1750,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
1752,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1778,Q9COM1,Q9,12,Cleanliness varies widely by area / terminal,Negative
1785,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1809,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1847,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1856,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
1872,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1876,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1887,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1915,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1918,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
1936,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1945,Q9COM1,Q9,7,Restaurants/eating areas dirty,Negative
1947,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1950,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1979,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
1998,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2011,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
2013,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
2033,Q9COM1,Q9,8,"Airport needs an update (not dirty, dated)",Negative
2045,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
2046,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2076,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2079,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2089,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2097,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
2107,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2120,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2128,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2131,Q9COM1,Q9,10,Need more trash/compost bins/hand sanitizer,Negative
2133,Q9COM1,Q9,13,Security area / checkpoint dirty,Negative
2138,Q9COM1,Q9,6,Boarding areas dirty / litter,Negative
2156,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2168,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2170,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
2176,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2180,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2192,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
2193,Q9COM1,Q9,5,Carpeting dirty / not maintained,Negative
2200,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2216,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2236,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2266,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2274,Q9COM1,Q9,7,Restaurants/eating areas dirty,Negative
2277,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2283,Q9COM1,Q9,8,"Airport needs an update (not dirty, dated)",Negative
2310,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
2337,Q9COM1,Q9,12,Cleanliness varies widely by area / terminal,Negative
2340,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2385,Q9COM1,Q9,2,Airport cleanliness is OK / average,Neutral
2395,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2417,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2418,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2421,Q9COM1,Q9,9,Pet areas dirty / not maintained,Negative
2752,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2428,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
2443,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2468,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2589,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2610,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2661,Q9COM1,Q9,10,Need more trash/compost bins/hand sanitizer,Negative
2678,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
2738,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
2744,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2763,Q9COM1,Q9,4,Bathrooms dirty / not maintained,Negative
2766,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
2843,Q9COM1,Q9,1,Airport is very clean / well maintained (positive),Positive
310,Q9COM2,Q9,4,Bathrooms dirty / not maintained,Negative
405,Q9COM2,Q9,8,"Airport needs an update (not dirty, dated)",Negative
762,Q9COM2,Q9,4,Bathrooms dirty / not maintained,Negative
829,Q9COM2,Q9,11,Passengers should clean up after themselves,Negative
1235,Q9COM2,Q9,11,Passengers should clean up after themselves,Negative
1460,Q9COM2,Q9,1,Airport is very clean / well maintained (positive),Positive
2011,Q9COM2,Q9,7,Restaurants/eating areas dirty,Negative
1,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
2,Q10COM1,Q10,11,Average/OK like other airports,Neutral
3,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
6,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
7,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
9,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
13,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
14,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
18,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
19,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
20,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
21,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
23,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
24,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
25,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
26,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
27,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
29,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
31,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
32,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
41,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
44,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
45,Q10COM1,Q10,21,Heard/saw incident / too many people,Negative
46,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
47,Q10COM1,Q10,20,TSA/security didn’t check thoroughly / let things slip,Negative
51,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
52,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
58,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
59,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
60,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
62,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
65,Q10COM1,Q10,16,Nothing happened to me personally,Positive
66,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
408,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
74,Q10COM1,Q10,16,Nothing happened to me personally,Positive
75,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
76,Q10COM1,Q10,11,Average/OK like other airports,Neutral
77,Q10COM1,Q10,11,Average/OK like other airports,Neutral
78,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
81,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
82,Q10COM1,Q10,12,Need more police/security presence,Negative
83,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
84,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
85,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
86,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
87,Q10COM1,Q10,16,Nothing happened to me personally,Positive
88,Q10COM1,Q10,16,Nothing happened to me personally,Positive
90,Q10COM1,Q10,11,Average/OK like other airports,Neutral
95,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
101,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
102,Q10COM1,Q10,11,Average/OK like other airports,Neutral
103,Q10COM1,Q10,14,Not familiar with SFO / hard to navigate / crowding,Negative
104,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
105,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
107,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
109,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
110,Q10COM1,Q10,16,Nothing happened to me personally,Positive
111,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
112,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
114,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
115,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
116,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
122,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
124,Q10COM1,Q10,13,Time of day / day of week affects feeling,Neutral
125,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
127,Q10COM1,Q10,11,Average/OK like other airports,Neutral
129,Q10COM1,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
131,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
132,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
133,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
134,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
135,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
136,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
137,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
139,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
140,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
141,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
143,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
144,Q10COM1,Q10,11,Average/OK like other airports,Neutral
147,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
148,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
150,Q10COM1,Q10,10,"Security/TSA sometimes good, sometimes not",Negative
153,Q10COM1,Q10,16,Nothing happened to me personally,Positive
154,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
155,Q10COM1,Q10,16,Nothing happened to me personally,Positive
158,Q10COM1,Q10,16,Nothing happened to me personally,Positive
159,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
163,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
164,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
165,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
166,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
167,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
172,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
173,Q10COM1,Q10,11,Average/OK like other airports,Neutral
174,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
178,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
182,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
183,Q10COM1,Q10,17,Haven’t seen enough security/police,Negative
184,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
185,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
186,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
187,Q10COM1,Q10,11,Average/OK like other airports,Neutral
189,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
194,Q10COM1,Q10,8,No questionable people / no loitering,Positive
195,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
205,Q10COM1,Q10,3,Open/bright/clean/calm environment,Positive
207,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
208,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
209,Q10COM1,Q10,2,Security procedures/equipment visible/effective,Positive
210,Q10COM1,Q10,1,Lots of security/staff visible and effective,Positive
211,Q10COM1,Q10,14,Not familiar with SFO / hard to navigate / crowding,Negative
212,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
213,Q10COM1,Q10,14,Not familiar with SFO / hard to navigate / crowding,Negative
215,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
218,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
225,Q10COM1,Q10,4,Just feel safe / gut feeling,Positive
229,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
230,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
231,Q10COM1,Q10,15,Fine/good/OK (general positive),Positive
232,Q10COM1,Q10,16,Nothing happened to me personally,Positive
235,Q10COM1,Q10,6,Never feel completely safe / nervous / current events,Negative
